"","cap-shape","cap-surface","cap-color","bruises","odor","gill-attachment","gill-spacing","gill-size","gill-color","stalk-shape","stalk-root","stalk-surface-above-ring","stalk-surface-below-ring","stalk-color-above-ring","stalk-color-below-ring","veil-type","veil-color","ring-number","ring-type","spore-print-color","population","class"
"2362","f","f","n","TRUE","n","FALSE","c","b","p","t","b","s","s","g","w","p","w","o","p","k","y","e"
"2347","x","f","w","FALSE","n","FALSE","w","b","h","t","e","s","f","w","w","p","w","o","e","n","s","e"
"1014","f","s","n","FALSE","n","FALSE","w","b","n","t","e","s","f","w","w","p","w","o","e","k","s","e"
"2838","f","f","n","TRUE","n","FALSE","c","b","n","t","b","s","s","p","p","p","w","o","p","n","y","e"
"7154","k","s","g","FALSE","n","FALSE","w","b","w","e","?","k","s","w","w","p","w","t","p","w","s","e"
"3499","x","f","g","TRUE","n","FALSE","c","b","p","t","b","s","s","g","g","p","w","o","p","n","v","e"
"7766","x","s","n","FALSE","n",NA,"c","b","y","e","?","s","s","o","o","p","o","o","p","n","v","e"
"937","x","y","y","TRUE","a","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","e"
"3217","f","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","g","g","p","w","o","p","k","v","e"
"1899","f","s","n","FALSE","n","FALSE","w","b","n","t","e","f","f","w","w","p","w","o","e","k","a","e"
"3535","f","y","n","TRUE","n","FALSE","c","b","p","t","b","s","s","p","w","p","w","o","p","k","v","e"
"484","f","f","g","FALSE","n","FALSE","c","n","g","e","e","s","s","w","w","p","w","o","p","k","y","e"
"576","x","s","y","TRUE","l","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","e"
"7310","x","f","w","FALSE","n","FALSE","w","b","g","e","?","k","s","w","w","p","w","t","p","w","s","e"
"7064","x","s","p","TRUE","n","FALSE","c","b","w","e","b","s","s","w","w","p","w","t","p","w","y","e"
"964","x","f","n","TRUE","n","FALSE","c","b","n","t","b","s","s","p","g","p","w","o","p","n","y","e"
"3056","f","y","g","TRUE","n","FALSE","c","b","p","t","b","s","s","p","p","p","w","o","p","n","v","e"
"5303","x","y","r","FALSE","n","FALSE","c","n","w","e","?","s","f","w","w","p","w","o","f","h","y","e"
"1639","f","s","g","FALSE","n","FALSE","w","b","p","t","e","f","f","w","w","p","w","o","e","n","a","e"
"912","x","f","g","FALSE","n","FALSE","w","b","p","t","e","f","f","w","w","p","w","o","e","k","a","e"
"1685","f","s","w","FALSE","n","FALSE","w","b","p","t","e","f","f","w","w","p","w","o","e","k","s","e"
"6262","k","s","g","FALSE","n","FALSE","w","b","g","e","?","k","s","w","w","p","w","t","p","w","s","e"
"226","b","y","w","TRUE","l","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","e"
"3781","f","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","p","g","p","w","o","p","n","y","e"
"2196","x","y","e","TRUE","n","FALSE","c","b","n","t","b","s","s","g","w","p","w","o","p","n","v","e"
"4927","k","s","b","TRUE","n","FALSE","c","b","e","e","?","s","s","w","w","p","w","t","e","w","c","e"
"5579","x","y","c","FALSE","n","FALSE","w","n","w","e","b","s","s","w","n","p","w","o","e","w","v","e"
"1148","x","f","g","FALSE","n","FALSE","w","b","n","t","e","s","s","w","w","p","w","o","e","n","a","e"
"7523","b","s","n","FALSE","n",NA,"c","b","y","e","?","s","s","o","o","p","n","o","p","b","c","e"
"5949","f","y","w","FALSE","n","FALSE","c","n","p","e","?","s","f","w","w","p","w","o","f","h","y","e"
"2238","f","f","g","FALSE","n","FALSE","w","b","h","t","e","s","f","w","w","p","w","o","e","k","s","e"
"3151","f","f","e","TRUE","n","FALSE","c","b","u","t","b","s","s","w","p","p","w","o","p","k","y","e"
"3057","f","y","n","TRUE","n","FALSE","c","b","p","t","b","s","s","w","w","p","w","o","p","k","v","e"
"1867","x","y","n","TRUE","n","FALSE","c","b","u","t","b","s","s","p","w","p","w","o","p","n","v","e"
"10","b","s","y","TRUE","a","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","e"
"807","b","y","w","TRUE","a","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","k","s","e"
"6976","k","f","w","FALSE","n","FALSE","w","b","w","e","?","s","s","w","w","p","w","t","p","w","s","e"
"2272","f","f","n","FALSE","n","FALSE","w","b","n","t","e","s","f","w","w","p","w","o","e","k","s","e"
"3849","f","y","e","TRUE","n","FALSE","c","b","n","t","b","s","s","p","w","p","w","o","p","n","y","e"
"946","f","f","n","FALSE","n","FALSE","w","b","h","t","e","f","f","w","w","p","w","o","e","n","a","e"
"1285","x","f","n","FALSE","n","FALSE","w","b","n","t","e","f","s","w","w","p","w","o","e","k","a","e"
"2521","x","f","e","TRUE","n","FALSE","c","b","p","t","b","s","s","p","p","p","w","o","p","k","v","e"
"854","x","f","w","FALSE","n","FALSE","w","b","p","t","e","f","s","w","w","p","w","o","e","n","a","e"
"288","b","y","w","TRUE","a","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","e"
"2922","x","y","g","TRUE","n","FALSE","c","b","u","t","b","s","s","g","p","p","w","o","p","n","v","e"
"7967","b","s","w","FALSE","n","FALSE","w","b","p","e","?","s","k","w","w","p","w","t","p","w","n","e"
"456","x","s","g","FALSE","n","FALSE","w","b","h","t","e","s","f","w","w","p","w","o","e","k","a","e"
"230","b","s","y","TRUE","a","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","e"
"3500","f","y","g","TRUE","n","FALSE","c","b","n","t","b","s","s","p","g","p","w","o","p","n","v","e"
"453","b","s","y","TRUE","l","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","e"
"1597","x","f","g","TRUE","n","FALSE","c","b","w","t","b","s","s","w","w","p","w","o","p","n","v","e"
"1926","f","f","n","TRUE","n","FALSE","c","b","w","t","b","s","s","g","w","p","w","o","p","k","v","e"
"3856","f","y","e","TRUE","n","FALSE","c","b","n","t","b","s","s","w","p","p","w","o","p","k","v","e"
"291","x","f","g","FALSE","n","FALSE","c","n","g","e","e","s","s","w","w","p","w","o","p","k","y","e"
"2618","x","y","g","TRUE","n","FALSE","c","b","u","t","b","s","s","g","w","p","w","o","p","n","y","e"
"2970","f","f","n","TRUE","n","FALSE","c","b","u","t","b","s","s","g","p","p","w","o","p","n","y","e"
"1225","f","s","n","FALSE","n","FALSE","w","b","p","t","e","f","s","w","w","p","w","o","e","k","a","e"
"1760","x","s","g","FALSE","n","FALSE","w","b","k","t","e","f","f","w","w","p","w","o","e","k","s","e"
"2233","x","f","g","TRUE","n","FALSE","c","b","p","t","b","s","s","w","w","p","w","o","p","n","y","e"
"464","x","y","y","TRUE","a","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","n","n","e"
"1098","x","s","g","FALSE","n","FALSE","w","b","h","t","e","f","s","w","w","p","w","o","e","k","a","e"
"5918","x","s","e","TRUE","n","FALSE","c","b","w","e","?","s","s","w","w","p","w","t","e","w","c","e"
"1010","x","s","w","TRUE","l","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","e"
"2921","x","y","n","TRUE","n","FALSE","c","b","w","t","b","s","s","g","g","p","w","o","p","k","y","e"
"674","x","f","y","TRUE","l","FALSE","w","n","w","t","b","s","s","w","w","p","w","o","p","u","v","e"
"383","x","y","w","TRUE","a","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","e"
"5224","x","s","p","TRUE","n","FALSE","c","b","e","e","?","s","s","w","e","p","w","t","e","w","c","e"
"715","b","y","y","TRUE","l","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","k","s","e"
"5808","f","s","e","TRUE","n","FALSE","c","b","e","e","?","s","s","e","e","p","w","t","e","w","c","e"
"7834","b","s","n","FALSE","n",NA,"c","b","n","e","?","s","s","o","o","p","n","o","p","b","v","e"
"8085","b","f","g","FALSE","n","FALSE","w","b","p","e","?","k","k","w","w","p","w","t","p","w","s","e"
"1267","f","f","g","FALSE","n","FALSE","w","b","p","t","e","f","s","w","w","p","w","o","e","k","a","e"
"5258","k","s","n","TRUE","n","FALSE","c","b","w","e","?","s","s","w","e","p","w","t","e","w","c","e"
"364","f","y","n","TRUE","a","FALSE","c","b","n","e","r","s","y","w","w","p","w","o","p","n","s","e"
"760","x","y","n","TRUE","a","FALSE","c","b","n","e","r","s","y","w","w","p","w","o","p","k","y","e"
"4425","f","f","e","TRUE","n","FALSE","c","b","n","t","b","s","s","g","g","p","w","o","p","k","y","e"
"1933","x","f","n","TRUE","n","FALSE","c","b","w","t","b","s","s","g","w","p","w","o","p","n","v","e"
"6425","x","s","n","FALSE","n",NA,"c","b","n","e","?","s","s","o","o","p","n","o","p","y","c","e"
"3813","f","y","e","TRUE","n","FALSE","c","b","u","t","b","s","s","p","p","p","w","o","p","n","v","e"
"3193","f","f","e","TRUE","n","FALSE","c","b","p","t","b","s","s","g","w","p","w","o","p","n","y","e"
"4997","x","s","n","TRUE","n","FALSE","c","b","w","e","?","s","s","w","e","p","w","t","e","w","c","e"
"36","x","f","y","TRUE","l","FALSE","w","n","w","t","b","s","s","w","w","p","w","o","p","n","v","e"
"2304","x","f","g","TRUE","n","FALSE","c","b","w","t","b","s","s","p","w","p","w","o","p","k","y","e"
"7408","b","s","n","FALSE","n",NA,"c","b","o","e","?","s","s","o","o","p","o","o","p","n","c","e"
"2659","x","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","p","w","p","w","o","p","k","v","e"
"1106","f","s","w","FALSE","n","FALSE","w","b","n","t","e","f","s","w","w","p","w","o","e","k","a","e"
"7163","b","s","g","FALSE","n","FALSE","w","b","w","e","?","s","s","w","w","p","w","t","p","w","s","e"
"114","x","s","y","TRUE","a","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","k","n","e"
"213","x","f","y","TRUE","a","FALSE","w","n","n","t","b","s","s","w","w","p","w","o","p","n","v","e"
"818","x","y","y","TRUE","a","FALSE","c","b","n","e","r","s","y","w","w","p","w","o","p","k","y","e"
"626","x","s","w","TRUE","l","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","e"
"1853","x","f","e","TRUE","n","FALSE","c","b","w","t","b","s","s","w","g","p","w","o","p","n","v","e"
"666","b","s","y","TRUE","a","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","n","n","e"
"3008","f","y","n","TRUE","n","FALSE","c","b","p","t","b","s","s","w","w","p","w","o","p","k","y","e"
"689","x","y","y","TRUE","l","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","e"
"5310","f","y","e","TRUE","n","FALSE","c","b","e","e","?","s","s","w","w","p","w","t","e","w","c","e"
"4825","x","y","e","TRUE","n","FALSE","c","b","w","e","?","s","s","e","e","p","w","t","e","w","c","e"
"4924","f","y","e","TRUE","n","FALSE","c","b","u","t","b","s","s","p","w","p","w","o","p","n","y","e"
"1258","f","f","n","FALSE","n","FALSE","w","b","h","t","e","s","f","w","w","p","w","o","e","k","s","e"
"2542","x","f","g","TRUE","n","FALSE","c","b","u","t","b","s","s","w","w","p","w","o","p","k","v","e"
"2997","x","y","n","TRUE","n","FALSE","c","b","n","t","b","s","s","g","g","p","w","o","p","k","y","e"
"1564","x","f","n","TRUE","n","FALSE","c","b","p","t","b","s","s","p","g","p","w","o","p","n","v","e"
"2862","f","y","n","TRUE","n","FALSE","c","b","w","t","b","s","s","p","p","p","w","o","p","k","v","e"
"938","x","f","n","FALSE","n","FALSE","w","b","p","t","e","s","s","w","w","p","w","o","e","k","s","e"
"2762","x","f","g","TRUE","n","FALSE","c","b","u","t","b","s","s","p","w","p","w","o","p","k","y","e"
"2909","x","f","g","TRUE","n","FALSE","c","b","p","t","b","s","s","w","w","p","w","o","p","k","y","e"
"7423","f","s","p","TRUE","n","FALSE","c","b","w","e","b","s","s","w","w","p","w","t","p","w","y","e"
"703","x","y","y","TRUE","l","FALSE","c","b","n","e","r","s","y","w","w","p","w","o","p","k","s","e"
"57","f","f","g","FALSE","n","FALSE","w","b","n","t","e","s","s","w","w","p","w","o","e","n","a","e"
"4306","f","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","p","w","p","w","o","p","n","y","e"
"2535","f","f","g","TRUE","n","FALSE","c","b","u","t","b","s","s","p","p","p","w","o","p","k","v","e"
"1192","x","s","y","TRUE","l","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","e"
"3133","f","y","g","TRUE","n","FALSE","c","b","p","t","b","s","s","w","p","p","w","o","p","k","y","e"
"2802","f","f","w","FALSE","n","FALSE","w","b","h","t","e","s","s","w","w","p","w","o","e","n","s","e"
"3746","f","f","e","TRUE","n","FALSE","c","b","p","t","b","s","s","g","p","p","w","o","p","k","v","e"
"2083","x","f","n","TRUE","n","FALSE","c","b","n","t","b","s","s","g","g","p","w","o","p","n","v","e"
"1928","x","f","n","FALSE","n","FALSE","w","b","p","t","e","s","f","w","w","p","w","o","e","k","a","e"
"750","f","s","y","TRUE","a","FALSE","w","n","n","t","b","s","s","w","w","p","w","o","p","u","v","e"
"1108","f","f","g","FALSE","n","FALSE","w","b","k","t","e","s","f","w","w","p","w","o","e","n","a","e"
"3593","f","y","n","TRUE","n","FALSE","c","b","n","t","b","s","s","w","g","p","w","o","p","k","v","e"
"7940","b","s","n","FALSE","n",NA,"c","b","y","e","?","s","s","o","o","p","o","o","p","o","c","e"
"3635","f","y","n","TRUE","n","FALSE","c","b","n","t","b","s","s","w","p","p","w","o","p","n","v","e"
"6953","x","f","w","FALSE","n","FALSE","w","b","w","e","?","s","s","w","w","p","w","t","p","w","s","e"
"1426","f","f","n","FALSE","n","FALSE","w","b","n","t","e","s","s","w","w","p","w","o","e","n","a","e"
"553","x","y","y","TRUE","l","FALSE","c","b","p","e","r","s","y","w","w","p","w","o","p","k","s","e"
"1506","x","f","n","TRUE","n","FALSE","c","b","p","t","b","s","s","p","p","p","w","o","p","n","y","e"
"1256","x","s","w","FALSE","n","FALSE","w","b","p","t","e","f","s","w","w","p","w","o","e","n","a","e"
"31","b","s","y","TRUE","l","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","e"
"1165","x","s","w","FALSE","n","FALSE","w","b","k","t","e","f","f","w","w","p","w","o","e","k","s","e"
"2649","x","y","n","TRUE","n","FALSE","c","b","p","t","b","s","s","w","g","p","w","o","p","n","v","e"
"918","x","y","g","TRUE","n","FALSE","c","b","n","t","b","s","s","g","w","p","w","o","p","n","y","e"
"7644","k","f","g","FALSE","n","FALSE","w","b","p","e","?","k","k","w","w","p","w","t","p","w","n","e"
"2452","x","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","p","p","p","w","o","p","n","y","e"
"2060","x","s","w","TRUE","a","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","k","n","e"
"3842","f","f","e","TRUE","n","FALSE","c","b","u","t","b","s","s","p","w","p","w","o","p","n","y","e"
"7618","b","s","n","FALSE","n",NA,"c","b","n","e","?","s","s","o","o","p","n","o","p","o","v","e"
"3511","f","y","n","TRUE","n","FALSE","c","b","p","t","b","s","s","p","p","p","w","o","p","n","y","e"
"7535","k","s","g","FALSE","n","FALSE","w","b","g","e","?","s","k","w","w","p","w","t","p","w","s","e"
"5875","x","y","p","TRUE","n","FALSE","c","b","w","e","?","s","s","e","w","p","w","t","e","w","c","e"
"2632","f","f","n","TRUE","n","FALSE","c","b","w","t","b","s","s","g","w","p","w","o","p","n","v","e"
"7780","k","s","n","FALSE","n","FALSE","c","b","w","e","b","y","y","n","n","p","w","t","p","w","y","e"
"5836","f","y","w","FALSE","n","FALSE","c","n","w","e","?","s","f","w","w","p","w","o","f","h","v","e"
"3817","f","f","e","TRUE","n","FALSE","c","b","p","t","b","s","s","g","p","p","w","o","p","n","v","e"
"2958","x","f","n","TRUE","n","FALSE","c","b","n","t","b","s","s","g","w","p","w","o","p","k","y","e"
"2511","f","f","e","TRUE","n","FALSE","c","b","n","t","b","s","s","w","p","p","w","o","p","n","y","e"
"1731","f","s","w","FALSE","n","FALSE","w","b","k","t","e","f","s","w","w","p","w","o","e","n","a","e"
"7196","k","y","n","FALSE","n","FALSE","c","b","w","e","b","y","y","n","n","p","w","t","p","w","y","e"
"1995","x","f","n","FALSE","n","FALSE","w","b","h","t","e","s","f","w","w","p","w","o","e","k","a","e"
"643","f","y","n","TRUE","l","FALSE","c","b","w","e","r","s","y","w","w","p","w","o","p","k","s","e"
"1808","x","f","g","TRUE","n","FALSE","c","b","u","t","b","s","s","p","p","p","w","o","p","n","y","e"
"1729","x","y","n","TRUE","a","FALSE","c","b","n","e","r","s","y","w","w","p","w","o","p","k","s","e"
"3494","f","y","g","TRUE","n","FALSE","c","b","u","t","b","s","s","p","w","p","w","o","p","n","v","e"
"2032","f","s","n","FALSE","n","FALSE","w","b","h","t","e","s","f","w","w","p","w","o","e","n","s","e"
"3015","x","f","e","TRUE","n","FALSE","c","b","u","t","b","s","s","p","g","p","w","o","p","n","y","e"
"445","x","s","y","TRUE","l","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","e"
"584","x","y","y","TRUE","a","FALSE","c","b","n","e","r","s","y","w","w","p","w","o","p","n","y","e"
"3789","x","y","n","TRUE","n","FALSE","c","b","n","t","b","s","s","g","w","p","w","o","p","n","v","e"
"8100","k","f","w","FALSE","n","FALSE","w","b","w","e","?","k","k","w","w","p","w","t","p","w","s","e"
"7016","k","s","g","FALSE","n","FALSE","w","b","p","e","?","s","k","w","w","p","w","t","p","w","s","e"
"2947","f","f","g","TRUE","n","FALSE","c","b","p","t","b","s","s","w","g","p","w","o","p","k","y","e"
"716","b","y","y","TRUE","a","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","n","s","e"
"1509","x","f","n","FALSE","n","FALSE","w","b","h","t","e","f","f","w","w","p","w","o","e","n","a","e"
"5135","k","s","n","TRUE","n","FALSE","c","b","w","e","?","s","s","e","w","p","w","t","e","w","c","e"
"1993","f","s","n","FALSE","n","FALSE","w","b","h","t","e","s","f","w","w","p","w","o","e","n","a","e"
"2358","x","y","n","TRUE","n","FALSE","c","b","p","t","b","s","s","p","g","p","w","o","p","n","y","e"
"16","s","f","g","FALSE","n","FALSE","c","n","k","e","e","s","s","w","w","p","w","o","p","n","y","e"
"2027","x","f","g","FALSE","n","FALSE","w","b","p","t","e","f","s","w","w","p","w","o","e","k","a","e"
"1097","x","f","g","FALSE","n","FALSE","w","b","p","t","e","s","s","w","w","p","w","o","e","k","a","e"
"208","b","s","w","TRUE","a","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","k","s","e"
"3222","f","y","g","TRUE","n","FALSE","c","b","n","t","b","s","s","p","g","p","w","o","p","n","y","e"
"5541","x","y","b","TRUE","n","FALSE","c","b","e","e","?","s","s","w","w","p","w","t","e","w","c","e"
"1457","x","s","w","FALSE","n","FALSE","w","b","n","t","e","s","s","w","w","p","w","o","e","n","a","e"
"3546","f","y","e","TRUE","n","FALSE","c","b","p","t","b","s","s","p","w","p","w","o","p","k","v","e"
"1200","b","y","y","TRUE","l","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","k","s","e"
"2287","f","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","g","w","p","w","o","p","k","y","e"
"3604","f","y","e","TRUE","n","FALSE","c","b","u","t","b","s","s","w","g","p","w","o","p","k","v","e"
"3375","f","y","e","TRUE","n","FALSE","c","b","u","t","b","s","s","w","p","p","w","o","p","n","v","e"
"1842","f","f","w","FALSE","n","FALSE","w","b","p","t","e","s","s","w","w","p","w","o","e","n","a","e"
"3216","f","f","g","TRUE","n","FALSE","c","b","u","t","b","s","s","w","p","p","w","o","p","n","v","e"
"7830","f","s","n","FALSE","n",NA,"c","b","o","e","?","s","s","o","o","p","n","o","p","n","v","e"
"8003","x","s","w","FALSE","n","FALSE","w","b","w","e","?","k","s","w","w","p","w","t","p","w","s","e"
"847","x","y","y","TRUE","a","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","n","s","e"
"1146","x","f","w","FALSE","n","FALSE","w","b","n","t","e","f","s","w","w","p","w","o","e","n","s","e"
"432","x","y","y","TRUE","l","FALSE","c","b","n","e","r","s","y","w","w","p","w","o","p","n","y","e"
"2379","x","s","g","FALSE","n","FALSE","w","b","p","t","e","s","f","w","w","p","w","o","e","n","s","e"
"2872","x","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","p","g","p","w","o","p","n","v","e"
"5705","k","y","e","TRUE","n","FALSE","c","b","w","e","?","s","s","e","w","p","w","t","e","w","c","e"
"1087","b","y","w","TRUE","l","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","e"
"1049","x","f","n","TRUE","n","FALSE","c","b","p","t","b","s","s","g","w","p","w","o","p","k","v","e"
"2809","x","y","e","TRUE","n","FALSE","c","b","n","t","b","s","s","g","g","p","w","o","p","n","v","e"
